Group	Subgroup	Profile category	Index	Item label	Colour	Letters to highlight
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	70	SUFFIX_CHANGE (cious)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	71	SUFFIX_CHANGE (ious)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	72	EQUALS_PRONUNCIATION_CONTAINS (tial-ʃəl)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	73	EQUALS_PRONUNCIATION_CONTAINS (sion-ʒən)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	74	EQUALS_PRONUNCIATION_CONTAINS (sure-ʒə)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	75	EQUALS_PRONUNCIATION_ENDS (cial-ʃəl)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	76	EQUALS_PRONUNCIATION_ENDS (tial-ʃəl)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	77	EQUALS_PRONUNCIATION_ENDS (ology-ɒlədʒi)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	78	EQUALS_PRONUNCIATION_ENDS (tory-təri)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	79	SUFFIX_PATTERN (cian-ʃən)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	80	EQUALS_PRONUNCIATION_ENDS (dual-djʊəl)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	81	EQUALS_PRONUNCIATION_ENDS (tual-tʃʊəl)	1	ALL
Suffixes (-er, -ment, -less, -ness, etc.)	Latin suffixes	4	82	EQUALS_PRONUNCIATION_ENDS (sual-ʒuəl)	1	ALL
Consonants	Hard G	0	23	LETTER_EQUALS_PHONEME (g-g)	1	ALL
Consonants	Hard G	0	24	DIGRAPH_EQUALS_PHONEME (gg-g)	1	ALL
Consonants	Hard G	2	95	EQUALS_PRONUNCIATION_BEGINS (gh-g)	1	g
Consonants	Hard G	2	104	EQUALS_PRONUNCIATION_BEGINS (gu-g)	1	g
Consonants	Hard G	2	105	EQUALS_PRONUNCIATION_ENDS (gue-g)	1	ALL
Consonants	Soft G	0	38	LETTER_EQUALS_PHONEME (g-dʒ)	1	ALL
Consonants	Soft G	0	39	DIGRAPH_EQUALS_PHONEME (dg-dʒ)	1	ALL
Consonants	Hard C	0	26	LETTER_EQUALS_PHONEME (c-k)	1	ALL
Consonants	Hard C	0	27	DIGRAPH_EQUALS_PHONEME (ck-k)	1	ALL
Consonants	Soft C	0	8	LETTER_EQUALS_PHONEME (c-s)	1	ALL
Consonants	Soft C	2	84	EQUALS_PRONUNCIATION_BEGINS (c-s)	1	ALL
Consonants	Soft C	2	85	EQUALS_PRONUNCIATION_BEGINS (sc-s)	1	ALL
Consonants	Silent K and G	2	93	EQUALS_PRONUNCIATION_BEGINS (kn-n)	1	ALL
Consonants	Silent K and G	2	94	EQUALS_PRONUNCIATION_BEGINS (gn-n)	1	ALL
Consonants	Silent P	2	96	EQUALS_PRONUNCIATION_BEGINS (ps-s)	1	ALL
Consonants	Silent H	2	95	EQUALS_PRONUNCIATION_BEGINS (gh-g)	1	ALL
Consonants	Silent H	2	69	EQUALS_PRONUNCIATION_BEGINS (wh-w)	1	ALL
Consonants	Silent T	2	103	EQUALS_PRONUNCIATION_CONTAINS (st-s)	1	t
Consonants	'sh' sound	0	33	DIGRAPH_EQUALS_PHONEME (sh-ʃ)	1	ALL
Consonants	'sh' sound	0	34	LETTER_EQUALS_PHONEME (s-ʃ)	1	ALL
Consonants	'sh' sound	0	35	DIGRAPH_EQUALS_PHONEME (ss-ʃ)	1	ALL
Consonants	'sh' sound	2	92	EQUALS_PRONUNCIATION_BEGINS (ch-ʃ)	1	ALL
Consonants	'sh' sound	2	121	EQUALS_PRONUNCIATION_CONTAINS (ti-ʃ)	1	ALL
Consonants	'sh' sound	2	122	EQUALS_PRONUNCIATION_CONTAINS (ci-ʃ)	1	ALL
Consonants	'ch' sound	0	44	DIGRAPH_EQUALS_PHONEME (ch-tʃ)	1	ALL
Consonants	'ch' sound	0	45	TRIGRAPH_EQUALS_PHONEME (tch-tʃ)	1	ALL
Consonants	'ch' sound	4	81	EQUALS_PRONUNCIATION_ENDS (tual-tʃʊəl)	1	t
