books	book	bʊks	b-b,oo-ʊ,k-k,s-s	SUFFIX_ADD	s	books	5	4	1	154013	PREFIX_NONE	NULL	LIST	2	3
boom	boom	buːm	b-b,oo-uː,m-m	SUFFIX_NONE	NULL	boom	4	3	1	9457	PREFIX_NONE	NULL	LIST	6	6
boomed	boom	buːmd	b-b,oo-uː,m-m,ed-d	SUFFIX_ADD	ed	boomed	6	4	1	9457	PREFIX_NONE	NULL	LIST	6	7
booming	boom	ˈbuːm.ɪŋ	b-b,oo-uː,m-m,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	boom.ing	7	5	2	9457	PREFIX_NONE	NULL	LIST	6	7
booms	boom	buːmz	b-b,oo-uː,m-m,s-z	SUFFIX_ADD	s	booms	5	4	1	9457	PREFIX_NONE	NULL	LIST	6	7
boost	boost	buːst	b-b,oo-uː,s-s,t-t	SUFFIX_NONE	NULL	boost	5	4	1	7863	PREFIX_NONE	NULL	LIST	6	6
boost's	boost	buːsts	b-b,oo-uː,s-s,t-t,'-,s-s	SUFFIX_ADD	's	boost's	7	6	1	7863	PREFIX_NONE	NULL	LIST	6	7
boosted	boost	ˈbuː.stɪd	b-b,oo-uː,s-s,t-t,e-ɪ,d-d	SUFFIX_ADD	ed	bo.osted	7	6	2	7863	PREFIX_NONE	NULL	LIST	6	7
boosting	boost	ˈbuːst.ɪŋ	b-b,oo-uː,s-s,t-t,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	boost.ing	8	6	2	7863	PREFIX_NONE	NULL	LIST	6	7
boosts	boost	buːsts	b-b,oo-uː,s-s,t-t,s-s	SUFFIX_ADD	s	boosts	6	5	1	7863	PREFIX_NONE	NULL	LIST	6	7
boot	boot	buːt	b-b,oo-uː,t-t	SUFFIX_NONE	NULL	boot	4	3	1	15033	PREFIX_NONE	NULL	LIST	5	5
boot's	boot	buːts	b-b,oo-uː,t-t,'-,s-s	SUFFIX_ADD	's	boot's	6	5	1	15033	PREFIX_NONE	NULL	LIST	5	6
booted	boot	ˈbuː.tɪd	b-b,oo-uː,t-t,e-ɪ,d-d	SUFFIX_ADD	ed	bo.oted	6	5	2	15033	PREFIX_NONE	NULL	LIST	5	6
booth	booth	buːð	b-b,oo-uː,th-ð	SUFFIX_NONE	NULL	booth	5	3	1	6191	PREFIX_NONE	NULL	LIST	6	6
booth's	booth	buːðz	b-b,oo-uː,th-ð,'-,s-z	SUFFIX_ADD	's	booth's	7	5	1	6191	PREFIX_NONE	NULL	LIST	6	7
booths	booth	buːðz	b-b,oo-uː,th-ð,s-z	SUFFIX_ADD	s	booths	6	4	1	6191	PREFIX_NONE	NULL	LIST	6	7
booting	boot	ˈbuːt.ɪŋ	b-b,oo-uː,t-t,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	boot.ing	7	5	2	15033	PREFIX_NONE	NULL	LIST	5	6
boots	boot	buːts	b-b,oo-uː,t-t,s-s	SUFFIX_ADD	s	boots	5	4	1	15033	PREFIX_NONE	NULL	LIST	5	6
border	border	ˈbɔː.də	b-b,or-ɔː,d-d,er-ə	SUFFIX_NONE	NULL	bor.der	6	4	2	28636	PREFIX_NONE	NULL	LIST	4	4
border's	border	ˈbɔː.dərz	b-b,or-ɔː,d-d,e-ə,r-r,'-,s-z	SUFFIX_ADD	's	bor.der's	8	7	2	28636	PREFIX_NONE	NULL	LIST	4	5
bordered	border	ˈbɔː.dəd	b-b,or-ɔː,d-d,er-ə,ed-d	SUFFIX_ADD	ed	bor.dered	8	5	2	28636	PREFIX_NONE	NULL	LIST	4	5
borderer	border	ˈbɔː.də.rə	b-b,or-ɔː,d-d,e-ə,r-r,er-ə	SUFFIX_ADD	er	bor.de.rer	8	6	3	28636	PREFIX_NONE	NULL	LIST	4	9
bordering	border	ˈbɔː.dər.ɪŋ	b-b,or-ɔː,d-d,e-ə,r-r,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	bor.der.ing	9	7	3	28636	PREFIX_NONE	NULL	LIST	4	5
borders	border	ˈbɔː.dəz	b-b,or-ɔː,d-d,er-ə,s-z	SUFFIX_ADD	s	bor.ders	7	5	2	28636	PREFIX_NONE	NULL	LIST	4	5
boring	boring	ˈbɔːr.ɪŋ	b-b,o-ɔː,r-r,i-ɪ,ng-ŋ	SUFFIX_NONE	NULL	bor.ing	6	5	2	4922	PREFIX_NONE	NULL	LIST	7	7
boring's	boring	ˈbɔːr.ɪŋz	b-b,o-ɔː,r-r,i-ɪ,ng-ŋ,'-,s-z	SUFFIX_ADD	's	bor.ing's	8	7	2	4922	PREFIX_NONE	NULL	LIST	7	8
boringly	boring	ˈbɔː.rɪŋ.li	b-b,o-ɔː,r-r,i-ɪ,ng-ŋ,l-l,y-i	SUFFIX_ADD	ly	bo.ring.ly	8	7	3	5001	PREFIX_NONE	NULL	LIST	7	9
boringness	boring	<boringness>	NULL	SUFFIX_ADD	ness	boringness	10	NULL	NULL	4922	PREFIX_NONE	NULL	LIST	7	9
born	born	bɔːn	b-b,or-ɔː,n-n	SUFFIX_NONE	NULL	born	4	3	1	35352	PREFIX_NONE	NULL	LIST	4	4
borrow	borrow	ˈbɒ.rəʊ	b-b,o-ɒ,rr-r,o-əʊ,w-	SUFFIX_NONE	NULL	bor.row	6	5	2	9150	PREFIX_NONE	NULL	LIST	6	6
borrowed	borrow	ˈbɒr.əʊd	b-b,o-ɒ,rr-r,ow-əʊ,ed-d	SUFFIX_ADD	ed	bor.rowed	8	6	2	9150	PREFIX_NONE	NULL	LIST	6	7
borrowing	borrow	ˈbɒr.əʊ.ɪŋ	b-b,o-ɒ,rr-r,ow-əʊ,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	bor.row.ing	9	7	3	9150	PREFIX_NONE	NULL	LIST	6	7
borrows	borrow	ˈbɒr.əʊz	b-b,o-ɒ,rr-r,ow-əʊ,s-z	SUFFIX_ADD	s	bor.rows	7	6	2	9150	PREFIX_NONE	NULL	LIST	6	7
boss	boss	bɒs	b-b,o-ɒ,ss-s	SUFFIX_NONE	NULL	boss	4	3	1	14587	PREFIX_NONE	NULL	LIST	5	5
boss's	boss	ˈbɒ.səz	b-b,o-ɒ,ss-s,'-,s-əz	SUFFIX_ADD	's	bos.s's	6	5	2	14587	PREFIX_NONE	NULL	LIST	5	6
bossed	boss	bɒst	b-b,o-ɒ,ss-s,ed-t	SUFFIX_ADD	ed	bossed	6	4	1	14587	PREFIX_NONE	NULL	LIST	5	6
bosser	boss	<bosser>	NULL	SUFFIX_ADD	er	bosser	6	NULL	NULL	14587	PREFIX_NONE	NULL	LIST	5	9
bosses	boss	ˈbɒ.sɪz	b-b,o-ɒ,ss-s,e-ɪ,s-z	SUFFIX_ADD	es	bos.ses	6	5	2	14587	PREFIX_NONE	NULL	LIST	5	7
bossing	boss	ˈbɒs.ɪŋ	b-b,o-ɒ,ss-s,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	bos.sing	7	5	2	14587	PREFIX_NONE	NULL	LIST	5	6
both	both	bəʊθ	b-b,o-əʊ,th-θ	SUFFIX_NONE	NULL	both	4	3	1	146338	PREFIX_NONE	NULL	LIST	2	2
bother	bother	ˈbɒð.ə	b-b,o-ɒ,th-ð,er-ə	SUFFIX_NONE	NULL	both.er	6	4	2	15870	PREFIX_NONE	NULL	LIST	5	5
bothered	bother	ˈbɒð.əd	b-b,o-ɒ,th-ð,er-ə,ed-d	SUFFIX_ADD	ed	both.ered	8	5	2	15870	PREFIX_NONE	NULL	LIST	5	6
bothering	bother	ˈbɒð.ər.ɪŋ	b-b,o-ɒ,th-ð,e-ə,r-r,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	both.er.ing	9	7	3	15870	PREFIX_NONE	NULL	LIST	5	6
bothers	bother	ˈbɒð.əz	b-b,o-ɒ,th-ð,er-ə,s-z	SUFFIX_ADD	s	both.ers	7	5	2	15870	PREFIX_NONE	NULL	LIST	5	6
bottle	bottle	ˈbɒt.əl	b-b,o-ɒ,tt-t,le-əl	SUFFIX_NONE	NULL	bot.tle	6	4	2	21569	PREFIX_NONE	NULL	LIST	4	4
bottle's	bottle	ˈbɒt.əlz	b-b,o-ɒ,tt-t,le-əl,'-,s-z	SUFFIX_ADD	's	bot.tle's	8	6	2	21569	PREFIX_NONE	NULL	LIST	4	5
bottled	bottle	ˈbɒt.əld	b-b,o-ɒ,tt-t,le-əl,d-d	SUFFIX_DROP	ed	bot.tled	7	5	2	21569	PREFIX_NONE	NULL	LIST	4	5
bottles	bottle	ˈbɒt.əlz	b-b,o-ɒ,tt-t,le-əl,s-z	SUFFIX_ADD	s	bot.tles	7	5	2	21569	PREFIX_NONE	NULL	LIST	4	5
bottling	bottle	ˈbɒt.əl.ɪŋ	b-b,o-ɒ,tt-t,l-əl,i-ɪ,ng-ŋ	SUFFIX_DROP	ing	bot.tl.ing	8	6	3	21569	PREFIX_NONE	NULL	LIST	4	5
bottom	bottom	ˈbɒ.təm	b-b,o-ɒ,tt-t,o-ə,m-m	SUFFIX_NONE	NULL	bot.tom	6	5	2	24653	PREFIX_NONE	NULL	LIST	4	4
bottom's	bottom	ˈbɑː.təmz	b-b,o-ɑː,tt-t,o-ə,m-m,'-,s-z	SUFFIX_ADD	's	bot.tom's	8	7	2	24653	PREFIX_NONE	NULL	LIST	4	5
bottomed	bottom	ˈbɒ.təmd	b-b,o-ɒ,tt-t,o-ə,m-m,ed-d	SUFFIX_ADD	ed	bot.tomed	8	6	2	24653	PREFIX_NONE	NULL	LIST	4	5
bottomer	bottom	<bottomer>	NULL	SUFFIX_ADD	er	bottomer	8	NULL	NULL	24653	PREFIX_NONE	NULL	LIST	4	9
bottoming	bottom	ˈbɒ.təm.ɪŋ	b-b,o-ɒ,tt-t,o-ə,m-m,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	bot.tom.ing	9	7	3	24653	PREFIX_NONE	NULL	LIST	4	5
bottoms	bottom	ˈbɒ.təmz	b-b,o-ɒ,tt-t,o-ə,m-m,s-z	SUFFIX_ADD	s	bot.toms	7	6	2	24653	PREFIX_NONE	NULL	LIST	4	5
bounce	bounce	baʊns	b-b,ou-aʊ,n-n,ce-s	SUFFIX_NONE	NULL	bounce	6	4	1	7451	PREFIX_NONE	NULL	LIST	6	6
bounced	bounce	baʊnst	b-b,ou-aʊ,n-n,c-s,ed-t	SUFFIX_DROP	ed	bounced	7	5	1	7451	PREFIX_NONE	NULL	LIST	6	7
bounces	bounce	ˈbaʊn.sɪz	b-b,ou-aʊ,n-n,c-s,e-ɪ,s-z	SUFFIX_ADD	s	boun.ces	7	6	2	7451	PREFIX_NONE	NULL	LIST	6	7
bouncing	bounce	ˈbaʊns.ɪŋ	b-b,ou-aʊ,n-n,c-s,i-ɪ,ng-ŋ	SUFFIX_DROP	ing	bounc.ing	8	6	2	7451	PREFIX_NONE	NULL	LIST	6	7
boundaries	boundary	ˈbaʊn.drɪz	b-b,ou-aʊ,n-n,d-d,a-,r-r,ie-ɪ,s-z	SUFFIX_CHANGE	es	boun.daries	10	8	2	12082	PREFIX_NONE	NULL	LIST	5	7
boundary	boundary	ˈbaʊn.dri	b-b,ou-aʊ,n-n,d-d,a-,r-r,y-i	SUFFIX_NONE	NULL	boun.dary	8	7	2	12082	PREFIX_NONE	NULL	LIST	5	5
boundary's	boundary	ˈbaʊn.driz	b-b,ou-aʊ,n-n,d-d,a-,r-r,y-i,'-,s-z	SUFFIX_ADD	's	boun.dary's	10	9	2	12082	PREFIX_NONE	NULL	LIST	5	6
bow	bow	baʊ	b-b,ow-aʊ	SUFFIX_NONE	NULL	bow	3	2	1	6800	PREFIX_NONE	NULL	LIST	6	6
bowed	bow	baʊd	b-b,ow-aʊ,ed-d	SUFFIX_ADD	ed	bowed	5	3	1	6800	PREFIX_NONE	NULL	LIST	6	7
bower	bow	ˈbaʊ.ə	b-b,ow-aʊ,er-ə	SUFFIX_ADD	er	bow.er	5	3	2	6800	PREFIX_NONE	NULL	LIST	6	9
bowing	bow	ˈbəʊ.ɪŋ	b-b,ow-əʊ,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	bow.ing	6	5	2	6800	PREFIX_NONE	NULL	LIST	6	7
bowl	bowl	bəʊl	b-b,ow-əʊ,l-l	SUFFIX_NONE	NULL	bowl	4	4	1	20662	PREFIX_NONE	NULL	LIST	4	4
bowl's	bowl	bəʊlz	b-b,o-əʊ,w-,l-l,'-,s-z	SUFFIX_ADD	's	bowl's	6	6	1	20662	PREFIX_NONE	NULL	LIST	4	5
bowled	bowl	bəʊld	b-b,ow-əʊ,l-l,ed-d	SUFFIX_ADD	ed	bowled	6	5	1	20662	PREFIX_NONE	NULL	LIST	4	5
bowling	bowl	ˈbəʊl.ɪŋ	b-b,ow-əʊ,l-l,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	bowl.ing	7	6	2	20662	PREFIX_NONE	NULL	LIST	4	5
bowls	bowl	bəʊlz	b-b,ow-əʊ,l-l,s-z	SUFFIX_ADD	s	bowls	5	5	1	20662	PREFIX_NONE	NULL	LIST	4	5
bows	bow	baʊz	b-b,ow-aʊ,s-z	SUFFIX_ADD	s	bows	4	3	1	6800	PREFIX_NONE	NULL	LIST	6	7
box	box	bɒks	b-b,o-ɒ,x-ks	SUFFIX_NONE	NULL	box	3	3	1	49667	PREFIX_NONE	NULL	LIST	3	3
box's	box	bɒksɪz	b-b,o-ɒ,x-ks,'-,s-ɪz	SUFFIX_ADD	's	box's	5	5	1	49667	PREFIX_NONE	NULL	LIST	3	4
boxed	box	bɒkst	b-b,o-ɒ,x-ks,ed-t	SUFFIX_ADD	ed	boxed	5	4	1	49667	PREFIX_NONE	NULL	LIST	3	4
boxes	box	ˈbɒks.ɪz	b-b,o-ɒ,x-ks,e-ɪ,s-z	SUFFIX_ADD	es	box.es	5	5	2	49667	PREFIX_NONE	NULL	LIST	3	5
boxing	box	ˈbɒks.ɪŋ	b-b,o-ɒ,x-ks,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	box.ing	6	5	2	49667	PREFIX_NONE	NULL	LIST	3	4
boy	boy	ˌbɔɪ	b-b,oy-ɔɪ	SUFFIX_NONE	NULL	boy	3	2	1	107447	PREFIX_NONE	NULL	LIST	2	2
boy's	boy	ˌbɔɪz	b-b,oy-ɔɪ,'-,s-z	SUFFIX_ADD	's	boy's	5	4	1	107447	PREFIX_NONE	NULL	LIST	2	3
boyfriend	boyfriend	ˈbɔɪ.frend	b-b,oy-ɔɪ,f-f,r-r,ie-e,n-n,d-d	SUFFIX_NONE	NULL	boy.friend	9	8	2	8755	PREFIX_NONE	NULL	LIST	6	6
boyfriend's	boyfriend	ˈbɔɪ.frendz	b-b,oy-ɔɪ,f-f,r-r,i-,e-e,n-n,d-d,'-,s-z	SUFFIX_ADD	's	boy.friend's	11	10	2	8755	PREFIX_NONE	NULL	LIST	6	7
boyfriends	boyfriend	ˈbɔɪ.frendz	b-b,oy-ɔɪ,f-f,r-r,ie-e,n-n,d-d,s-z	SUFFIX_ADD	s	boy.friends	10	9	2	8755	PREFIX_NONE	NULL	LIST	6	7
boys	boy	ˈbɔɪz	b-b,oy-ɔɪ,s-z	SUFFIX_ADD	s	boys	4	3	1	107447	PREFIX_NONE	NULL	LIST	2	3
brain	brain	breɪn	b-b,r-r,ai-eɪ,n-n	SUFFIX_NONE	NULL	brain	5	4	1	32852	PREFIX_NONE	NULL	LIST	4	4
brain's	brain	ˈbreɪnz	b-b,r-r,ai-eɪ,n-n,'-,s-z	SUFFIX_ADD	's	brain's	7	6	1	32852	PREFIX_NONE	NULL	LIST	4	5
brained	brain	breɪnd	b-b,r-r,ai-eɪ,n-n,ed-d	SUFFIX_ADD	ed	brained	7	5	1	32852	PREFIX_NONE	NULL	LIST	4	5
braining	brain	ˈbreɪn.ɪŋ	b-b,r-r,ai-eɪ,n-n,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	brain.ing	8	6	2	32852	PREFIX_NONE	NULL	LIST	4	5
brains	brain	breɪnz	b-b,r-r,ai-eɪ,n-n,s-z	SUFFIX_ADD	s	brains	6	5	1	32852	PREFIX_NONE	NULL	LIST	4	5
brake	brake	breɪk	b-b,r-r,a.e-eɪ,k-k	SUFFIX_NONE	NULL	brake	5	4	1	5522	PREFIX_NONE	NULL	LIST	6	6
brake's	brake	breɪks	b-b,r-r,a.e-eɪ,k-k,s-s	SUFFIX_ADD	's	brake's	7	5	1	5522	PREFIX_NONE	NULL	LIST	6	7
braked	brake	breɪkt	b-b,r-r,a-eɪ,k-k,ed-t	SUFFIX_DROP	ed	braked	6	5	1	5522	PREFIX_NONE	NULL	LIST	6	7
brakes	brake	breɪks	b-b,r-r,a.e-eɪ,k-k,s-s	SUFFIX_ADD	s	brakes	6	5	1	5522	PREFIX_NONE	NULL	LIST	6	7
braking	brake	ˈbreɪk.ɪŋ	b-b,r-r,a-eɪ,k-k,i-ɪ,ng-ŋ	SUFFIX_DROP	ing	brak.ing	7	6	2	5522	PREFIX_NONE	NULL	LIST	6	7
branch	branch	brɑːntʃ	b-b,r-r,a-ɑː,n-n,ch-tʃ	SUFFIX_NONE	NULL	branch	6	5	1	19633	PREFIX_NONE	NULL	LIST	4	4
branch's	branch	ˈbræn.tʃəz	b-b,r-r,a-æ,n-n,ch-tʃ,'-,s-əz	SUFFIX_ADD	's	bran.ch's	8	7	2	19633	PREFIX_NONE	NULL	LIST	4	5
branched	branch	brɑːntʃt	b-b,r-r,a-ɑː,n-n,ch-tʃ,ed-t	SUFFIX_ADD	ed	branched	8	6	1	19633	PREFIX_NONE	NULL	LIST	4	5
branches	branch	ˈbrɑːn.tʃɪz	b-b,r-r,a-ɑː,n-n,ch-tʃ,e-ɪ,s-z	SUFFIX_ADD	es	bran.ches	8	7	2	19633	PREFIX_NONE	NULL	LIST	4	6
branching	branch	ˈbrɑːntʃ.ɪŋ	b-b,r-r,a-ɑː,n-n,ch-tʃ,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	branch.ing	9	7	2	19633	PREFIX_NONE	NULL	LIST	4	5
brand	brand	brænd	b-b,r-r,a-æ,n-n,d-d	SUFFIX_NONE	NULL	brand	5	5	1	13103	PREFIX_NONE	NULL	LIST	5	5
brand's	brand	ˈbrændz	b-b,r-r,a-æ,n-n,d-d,'-,s-z	SUFFIX_ADD	's	brand's	7	7	1	13103	PREFIX_NONE	NULL	LIST	5	6
branded	brand	ˈbræn.dɪd	b-b,r-r,a-æ,n-n,d-d,e-ɪ,d-d	SUFFIX_ADD	ed	bran.ded	7	7	2	13103	PREFIX_NONE	NULL	LIST	5	6
branding	brand	ˈbrænd.ɪŋ	b-b,r-r,a-æ,n-n,d-d,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	brand.ing	8	7	2	13103	PREFIX_NONE	NULL	LIST	5	6
brands	brand	brændz	b-b,r-r,a-æ,n-n,d-d,s-z	SUFFIX_ADD	s	brands	6	6	1	13103	PREFIX_NONE	NULL	LIST	5	6
brave	brave	breɪv	b-b,r-r,a.e-eɪ,v-v	SUFFIX_NONE	NULL	brave	5	4	1	5061	PREFIX_NONE	NULL	LIST	7	7
braved	brave	breɪvd	b-b,r-r,a-eɪ,v-v,ed-d	SUFFIX_DROP	ed	braved	6	5	1	5061	PREFIX_NONE	NULL	LIST	7	8
bravely	brave	ˈbreɪ.vli	b-b,r-r,a.e-eɪ,v-v,l-l,y-i	SUFFIX_ADD	ly	bra.vely	7	6	2	5001	PREFIX_NONE	NULL	LIST	7	8
braveness	brave	<braveness>	NULL	SUFFIX_ADD	ness	braveness	9	NULL	NULL	5061	PREFIX_NONE	NULL	LIST	7	9
braveness's	brave	<braveness>z	NULL	SUFFIX_ADD	's	braveness's	11	NULL	NULL	5061	PREFIX_NONE	NULL	LIST	7	9
bravenesses	brave	<bravenesses>	NULL	SUFFIX_ADD	nesses	braveness.es	11	NULL	NULL	5061	PREFIX_NONE	NULL	LIST	7	9
braver	brave	ˈbreɪ.və	b-b,r-r,a-eɪ,v-v,er-ə	SUFFIX_DROP	er	bra.ver	6	5	2	5061	PREFIX_NONE	NULL	LIST	7	9
braves	brave	breɪvz	b-b,r-r,a.e-eɪ,v-v,s-z	SUFFIX_ADD	s	braves	6	5	1	5061	PREFIX_NONE	NULL	LIST	7	8
bravest	brave	ˈbreɪ.vɪst	b-b,r-r,a-eɪ,v-v,e-ɪ,s-s,t-t	SUFFIX_DROP	est	bra.vest	7	7	2	5001	PREFIX_NONE	NULL	LIST	7	9
braving	brave	ˈbreɪv.ɪŋ	b-b,r-r,a-eɪ,v-v,i-ɪ,ng-ŋ	SUFFIX_DROP	ing	brav.ing	7	6	2	5061	PREFIX_NONE	NULL	LIST	7	8
bread	bread	bred	b-b,r-r,ea-e,d-d	SUFFIX_NONE	NULL	bread	5	5	1	16686	PREFIX_NONE	NULL	LIST	5	5
bread's	bread	bredz	b-b,r-r,e-e,a-,d-d,'-,s-z	SUFFIX_ADD	's	bread's	7	7	1	16686	PREFIX_NONE	NULL	LIST	5	6
breaded	bread	bre.dɪd	b-b,r-r,ea-e,d-d,e-ɪ,d-d	SUFFIX_ADD	ed	brea.ded	7	7	2	16686	PREFIX_NONE	NULL	LIST	5	6
breading	bread	ˈbred.ɪŋ	b-b,r-r,ea-e,d-d,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	bread.ing	8	7	2	16686	PREFIX_NONE	NULL	LIST	5	6
breads	bread	bredz	b-b,r-r,ea-e,d-d,s-z	SUFFIX_ADD	s	breads	6	6	1	16686	PREFIX_NONE	NULL	LIST	5	6
break	break	breɪk	b-b,r-r,ea-eɪ,k-k	SUFFIX_NONE	NULL	break	5	5	1	79310	PREFIX_NONE	NULL	LIST	3	3
break's	break	breɪks	b-b,r-r,e-eɪ,a-,k-k,'-,s-s	SUFFIX_ADD	's	break's	7	7	1	79310	PREFIX_NONE	NULL	LIST	3	4
breakfast	breakfast	ˈbrek.fəst	b-b,r-r,ea-e,k-k,f-f,a-ə,s-s,t-t	SUFFIX_NONE	NULL	break.fast	9	9	2	14397	PREFIX_NONE	NULL	LIST	5	5
breakfast's	breakfast	ˈbrek.fəsts	b-b,r-r,e-e,a-,k-k,f-f,a-ə,s-s,t-t,'-,s-s	SUFFIX_ADD	's	break.fast's	11	11	2	14397	PREFIX_NONE	NULL	LIST	5	6
breakfasted	breakfast	ˈbrek.fə.stɪd	b-b,r-r,ea-e,k-k,f-f,a-ə,s-s,t-t,e-ɪ,d-d	SUFFIX_ADD	ed	break.fa.sted	11	11	3	14397	PREFIX_NONE	NULL	LIST	5	6
breakfasting	breakfast	ˈbrek.fəst.ɪŋ	b-b,r-r,ea-e,k-k,f-f,a-ə,s-s,t-t,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	break.fast.ing	12	11	3	14397	PREFIX_NONE	NULL	LIST	5	6
breakfasts	breakfast	ˈbrek.fəsts	b-b,r-r,ea-e,k-k,f-f,a-ə,s-s,t-t,s-s	SUFFIX_ADD	s	break.fasts	10	10	2	14397	PREFIX_NONE	NULL	LIST	5	6
breaking	break	ˈbreɪk.ɪŋ	b-b,r-r,ea-eɪ,k-k,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	break.ing	8	7	2	79310	PREFIX_NONE	NULL	LIST	3	4
breaks	break	breɪks	b-b,r-r,ea-eɪ,k-k,s-s	SUFFIX_ADD	s	breaks	6	6	1	79310	PREFIX_NONE	NULL	LIST	3	4
breast	breast	brest	b-b,r-r,ea-e,s-s,t-t	SUFFIX_NONE	NULL	breast	6	6	1	22362	PREFIX_NONE	NULL	LIST	4	4
breast's	breast	brests	b-b,r-r,e-e,a-,s-s,t-t,'-,s-s	SUFFIX_ADD	's	breast's	8	8	1	22362	PREFIX_NONE	NULL	LIST	4	5
breasted	breast	ˈbre.stɪd	b-b,r-r,ea-e,s-s,t-t,e-ɪ,d-d	SUFFIX_ADD	ed	brea.sted	8	8	2	22362	PREFIX_NONE	NULL	LIST	4	5
breasting	breast	ˈbrest.ɪŋ	b-b,r-r,ea-e,s-s,t-t,i-ɪ,ng-ŋ	SUFFIX_ADD	ing	breast.ing	9	8	2	22362	PREFIX_NONE	NULL	LIST	4	9
breasts	breast	brests	b-b,r-r,ea-e,s-s,t-t,s-s	SUFFIX_ADD	s	breasts	7	7	1	22362	PREFIX_NONE	NULL	LIST	4	5
breath	breath	breθ	b-b,r-r,ea-e,th-θ	SUFFIX_NONE	NULL	breath	6	5	1	24668	PREFIX_NONE	NULL	LIST	4	4
breath's	breath	breθs	b-b,r-r,e-e,a-,th-θ,'-,s-s	SUFFIX_ADD	's	breath's	8	7	1	24668	PREFIX_NONE	NULL	LIST	4	5
breathe	breathe	briːð	b-b,r-r,ea-iː,the-ð	SUFFIX_NONE	NULL	breathe	7	4	1	15813	PREFIX_NONE	NULL	LIST	5	5
breathed	breathe	briːðd	b-b,r-r,ea-iː,the-ð,d-d	SUFFIX_DROP	ed	breathed	8	5	1	15813	PREFIX_NONE	NULL	LIST	5	6
breathes	breathe	briːðz	b-b,r-r,ea-iː,the-ð,s-z	SUFFIX_ADD	s	breathes	8	5	1	15813	PREFIX_NONE	NULL	LIST	5	6
breathing	breathing	ˈbriː.ðɪŋ	b-b,r-r,ea-iː,th-ð,i-ɪ,ng-ŋ	SUFFIX_NONE	NULL	brea.thing	9	6	2	5798	PREFIX_NONE	NULL	LIST	6	6
breathing's	breathing	ˈbriː.ðɪŋz	b-b,r-r,ea-iː,th-ð,i-ɪ,ng-ŋ,'-,s-z	SUFFIX_ADD	's	brea.thing's	11	8	2	5798	PREFIX_NONE	NULL	LIST	6	7
breathings	breathing	ˈbriː.ðɪŋz	b-b,r-r,ea-iː,th-ð,i-ɪ,ng-ŋ,s-z	SUFFIX_ADD	s	brea.things	10	7	2	5798	PREFIX_NONE	NULL	LIST	6	7
breaths	breath	breθs	b-b,r-r,ea-e,th-θ,s-s	SUFFIX_ADD	s	breaths	7	6	1	24668	PREFIX_NONE	NULL	LIST	4	5
breeze	breeze	briːz	b-b,r-r,ee-iː,ze-z	SUFFIX_NONE	NULL	breeze	6	4	1	6423	PREFIX_NONE	NULL	LIST	6	6
breeze's	breeze	briːzɪz	b-b,r-r,ee-iː,z-z,e-ɪ,'-,s-z	SUFFIX_ADD	's	breeze's	8	7	2	6423	PREFIX_NONE	NULL	LIST	6	7
breezed	breeze	briːzd	b-b,r-r,ee-iː,ze-z,d-d	SUFFIX_DROP	ed	breezed	7	5	1	6423	PREFIX_NONE	NULL	LIST	6	8
breezes	breeze	ˈbriː.zɪz	b-b,r-r,ee-iː,z-z,e-ɪ,s-z	SUFFIX_ADD	s	bre.ezes	7	6	2	6423	PREFIX_NONE	NULL	LIST	6	7
breezing	breeze	ˈbriːz.ɪŋ	b-b,r-r,ee-iː,z-z,i-ɪ,ng-ŋ	SUFFIX_DROP	ing	breez.ing	8	6	2	6423	PREFIX_NONE	NULL	LIST	6	7
brick	brick	brɪk	b-b,r-r,i-ɪ,ck-k	SUFFIX_NONE	NULL	brick	5	4	1	9069	PREFIX_NONE	NULL	LIST	6	6
brick's	brick	brɪks	b-b,r-r,i-ɪ,ck-k,'-,s-s	SUFFIX_ADD	's	brick's	7	6	1	9069	PREFIX_NONE	NULL	LIST	6	7
bricked	brick	brɪkt	b-b,r-r,i-ɪ,ck-k,ed-t	SUFFIX_ADD	ed	bricked	7	5	1	9069	PREFIX_NONE	NULL	LIST	6	8
bricker	brick	ˈbrɪk.ə	b-b,r-r,i-ɪ,ck-k,er-ə	SUFFIX_ADD	er	brick.er	7	5	2	9069	PREFIX_NONE	NULL	LIST	6	9
